repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
android/compose-samples,246,android,compose-samples,unknown,Kotlin,2025-12-15T13:50:20Z,False,success
DefTruth/Awesome-LLM-Inference,246,DefTruth,Awesome-LLM-Inference,unknown,,2025-03-30T02:18:08Z,False,success
Cornell-RelaxML/quip-sharp,246,Cornell-RelaxML,quip-sharp,unknown,Python,2024-10-29T04:02:39Z,False,success
vuejs/vitepress,246,vuejs,vitepress,unknown,TypeScript,2025-12-24T04:38:32Z,False,success
faif/python-patterns,246,faif,python-patterns,unknown,Python,2025-11-25T20:17:43Z,False,success
Chainlit/chainlit,246,Chainlit,chainlit,unknown,Python,2025-12-25T03:22:21Z,False,success
getumbrel/llama-gpt,246,getumbrel,llama-gpt,unknown,TypeScript,2024-04-23T18:56:06Z,False,success
changkun/modern-cpp-tutorial,246,changkun,modern-cpp-tutorial,unknown,C++,2024-08-17T08:22:46Z,False,success
vercel/hyper,246,vercel,hyper,unknown,TypeScript,2024-08-14T03:32:57Z,False,success
pyg-team/pytorch_geometric,246,pyg-team,pytorch_geometric,unknown,Python,2025-12-24T19:11:03Z,False,success
0voice/expert_readed_books,245,0voice,expert_readed_books,unknown,,2025-06-20T06:12:25Z,False,success
Dooy/chatgpt-web-midjourney-proxy,245,Dooy,chatgpt-web-midjourney-proxy,unknown,JavaScript,2025-12-25T13:01:48Z,False,success
justcallmekoko/ESP32Marauder,245,justcallmekoko,ESP32Marauder,unknown,C++,2025-12-14T03:38:04Z,False,success
LGUG2Z/komorebi,245,LGUG2Z,komorebi,unknown,Rust,2025-12-24T01:19:03Z,False,success
prettier/prettier,245,prettier,prettier,unknown,JavaScript,2025-12-26T06:42:32Z,False,success
notepad-plus-plus/notepad-plus-plus,245,notepad-plus-plus,notepad-plus-plus,unknown,C++,2025-12-20T17:00:11Z,False,success
langchain4j/langchain4j,245,langchain4j,langchain4j,unknown,Java,2025-12-25T10:00:43Z,False,success
LSPosed/MagiskOnWSALocal,245,LSPosed,MagiskOnWSALocal,unknown,Shell,2025-09-20T14:21:41Z,False,success
sundowndev/hacker-roadmap,245,sundowndev,hacker-roadmap,unknown,,2023-10-16T11:21:45Z,True,success
PanQiWei/AutoGPTQ,245,PanQiWei,AutoGPTQ,unknown,Python,2025-04-11T13:27:20Z,True,success
ArisGuimera/Android-Expert,245,ArisGuimera,Android-Expert,unknown,Kotlin,2023-07-27T13:48:31Z,False,success
ungoogled-software/ungoogled-chromium,245,ungoogled-software,ungoogled-chromium,unknown,Python,2025-12-19T18:03:25Z,False,success
xifangczy/cat-catch,244,xifangczy,cat-catch,unknown,JavaScript,2025-12-25T14:42:05Z,False,success
ml-tooling/best-of-ml-python,244,ml-tooling,best-of-ml-python,unknown,,2025-12-25T14:06:21Z,False,success
z1069614715/objectdetection_script,244,z1069614715,objectdetection_script,unknown,Python,2025-12-26T01:48:43Z,False,success
docker/genai-stack,244,docker,genai-stack,unknown,Python,2025-09-05T15:46:21Z,False,success
peterheinrich/InternetOverSpaghetti,244,peterheinrich,InternetOverSpaghetti,unknown,C++,2024-02-06T11:59:42Z,False,success
actix/actix-web,244,actix,actix-web,unknown,Rust,2025-12-26T03:15:26Z,False,success
ZachGoldberg/Startup-CTO-Handbook,244,ZachGoldberg,Startup-CTO-Handbook,unknown,,2025-07-30T22:03:52Z,False,success
SamurAIGPT/Open-Custom-GPT,244,SamurAIGPT,Open-Custom-GPT,unknown,JavaScript,2024-07-24T07:58:07Z,False,success
lvgl/lvgl,243,lvgl,lvgl,unknown,C,2025-12-25T03:43:09Z,False,success
yokoffing/Betterfox,243,yokoffing,Betterfox,unknown,JavaScript,2025-12-23T16:13:36Z,False,success
anyproto/anytype-ts,243,anyproto,anytype-ts,unknown,TypeScript,2025-12-26T01:50:54Z,False,success
NixOS/nixpkgs,243,NixOS,nixpkgs,unknown,Nix,2025-12-26T06:40:53Z,False,success
tarpetra/welcome-to-darknet,243,tarpetra,welcome-to-darknet,unknown,,,,rate_limited
GopeedLab/gopeed,243,GopeedLab,gopeed,unknown,Dart,2025-12-11T09:43:32Z,False,success
spicetify/spicetify-cli,242,spicetify,spicetify-cli,unknown,JavaScript,2025-12-19T23:19:28Z,False,success
abhishekkrthakur/approachingalmost,242,abhishekkrthakur,approachingalmost,unknown,,2023-03-25T00:53:39Z,False,success
li-plus/chatglm.cpp,242,li-plus,chatglm.cpp,unknown,C++,2024-07-31T06:12:02Z,False,success
rocksdanister/lively,242,rocksdanister,lively,unknown,C#,2025-11-29T05:45:49Z,False,success
denisidoro/navi,242,denisidoro,navi,unknown,Rust,2025-10-14T05:39:17Z,False,success
litestar-org/litestar,242,litestar-org,litestar,unknown,Python,2025-12-26T04:04:54Z,False,success
epwalsh/obsidian.nvim,242,epwalsh,obsidian.nvim,unknown,Lua,2025-05-12T18:01:13Z,False,success
electric-sql/electric,242,electric-sql,electric,unknown,Elixir,2025-12-25T15:18:24Z,False,success
zhanymkanov/fastapi-best-practices,242,zhanymkanov,fastapi-best-practices,unknown,,2025-08-12T12:47:42Z,False,success
atlassian/react-beautiful-dnd,242,atlassian,react-beautiful-dnd,unknown,JavaScript,2025-08-18T04:35:31Z,True,success
PrefectHQ/prefect,242,PrefectHQ,prefect,unknown,Python,2025-12-26T01:38:28Z,False,success
ppy/osu,242,ppy,osu,unknown,C#,2025-12-25T06:11:33Z,False,success
kkevsekk1/AutoX,241,kkevsekk1,AutoX,unknown,,,,not_found
keepassxreboot/keepassxc,241,keepassxreboot,keepassxc,unknown,C++,2025-12-06T19:08:36Z,False,success
emilwallner/Screenshot-to-code,241,emilwallner,Screenshot-to-code,unknown,HTML,2024-08-16T22:05:07Z,False,success
ArchiveBox/ArchiveBox,241,ArchiveBox,ArchiveBox,unknown,Python,2025-12-25T11:59:59Z,False,success
FlareSolverr/FlareSolverr,241,FlareSolverr,FlareSolverr,unknown,Python,2025-12-17T18:49:48Z,False,success
vera-1305/iptv,241,vera-1305,iptv,unknown,,,,not_found
yanue/V2rayU,241,yanue,V2rayU,unknown,,2025-12-21T11:30:57Z,False,success
chatpire/chatgpt-web-share,241,chatpire,chatgpt-web-share,unknown,Vue,2024-11-01T02:23:58Z,False,success
brave/brave-browser,241,brave,brave-browser,unknown,JavaScript,2025-12-26T04:04:10Z,False,success
msgbyte/tianji,241,msgbyte,tianji,unknown,TypeScript,2025-12-24T19:20:42Z,False,success
nadermx/backgroundremover,241,nadermx,backgroundremover,unknown,Python,2025-12-21T00:55:42Z,False,success
WongKinYiu/yolov7,241,WongKinYiu,yolov7,unknown,Jupyter Notebook,2024-08-19T12:57:04Z,False,success
dylanaraps/pure-bash-bible,241,dylanaraps,pure-bash-bible,unknown,Shell,2023-11-28T03:26:23Z,True,success
BookStackApp/BookStack,240,BookStackApp,BookStack,unknown,PHP,2025-12-25T13:59:42Z,False,success
anderspitman/awesome-tunneling,240,anderspitman,awesome-tunneling,unknown,,2025-10-18T22:37:04Z,False,success
dromara/hutool,240,dromara,hutool,unknown,Java,2025-12-26T01:44:07Z,False,success
animate-css/animate.css,240,animate-css,animate.css,unknown,CSS,2024-07-29T19:34:21Z,False,success
GT-RIPL/Awesome-LLM-Robotics,240,GT-RIPL,Awesome-LLM-Robotics,unknown,,2025-12-03T20:51:15Z,False,success
assimon/dujiaoka,240,assimon,dujiaoka,unknown,PHP,2025-11-27T02:26:04Z,False,success
gyoogle/tech-interview-for-developer,240,gyoogle,tech-interview-for-developer,unknown,Java,2025-06-04T08:16:06Z,False,success
x64dbg/x64dbg,240,x64dbg,x64dbg,unknown,C++,2025-12-14T13:45:50Z,False,success
arc53/DocsGPT,240,arc53,DocsGPT,unknown,Python,2025-12-25T20:04:33Z,False,success
restic/restic,240,restic,restic,unknown,Go,2025-12-03T20:34:28Z,False,success
halpz/re3,240,halpz,re3,unknown,,,,error_451
junegunn/vim-plug,240,junegunn,vim-plug,unknown,Vim Script,2025-11-06T04:41:49Z,False,success
iamkun/dayjs,240,iamkun,dayjs,unknown,JavaScript,2025-12-18T11:06:58Z,False,success
soimort/you-get,240,soimort,you-get,unknown,Python,2025-04-27T15:33:25Z,False,success
psf/black,240,psf,black,unknown,Python,2025-12-26T06:02:10Z,False,success
easybangumiorg/EasyBangumi,240,easybangumiorg,EasyBangumi,unknown,Kotlin,2025-12-03T05:49:57Z,False,success
facebook/lexical,240,facebook,lexical,unknown,TypeScript,2025-12-26T03:04:28Z,False,success
hakimel/reveal.js,239,hakimel,reveal.js,unknown,JavaScript,2025-12-23T07:49:15Z,False,success
yjs/yjs,239,yjs,yjs,unknown,JavaScript,2025-12-20T13:46:20Z,False,success
redleafnew/Chinese-STD-GB-T-7714-related-csl,239,redleafnew,Chinese-STD-GB-T-7714-related-csl,unknown,XML,2025-12-25T02:21:19Z,False,success
Schniz/fnm,239,Schniz,fnm,unknown,Rust,2025-12-24T00:57:12Z,False,success
weaviate/Verba,239,weaviate,Verba,unknown,Python,2025-07-14T11:24:41Z,False,success
spipm/Depix,239,spipm,Depix,unknown,Python,2025-04-16T06:48:01Z,False,success
quasar/Quasar,239,quasar,Quasar,unknown,C#,2024-02-29T06:37:37Z,True,success
nalgeon/codapi,239,nalgeon,codapi,unknown,Go,2025-12-14T13:52:14Z,False,success
ModelTC/lightllm,239,ModelTC,lightllm,unknown,Python,2025-12-25T15:09:49Z,False,success
MiCode/Xiaomi_Kernel_OpenSource,239,MiCode,Xiaomi_Kernel_OpenSource,unknown,,2025-10-22T09:00:45Z,False,success
intitni/CopilotForXcode,239,intitni,CopilotForXcode,unknown,Swift,2025-12-25T16:01:54Z,False,success
rust-lang-ua/rustcamp,238,rust-lang-ua,rustcamp,unknown,Rust,2025-12-23T17:09:18Z,False,success
id-Software/DOOM,238,id-Software,DOOM,unknown,C++,2024-05-24T13:18:59Z,False,success
huaweicloud/Sermant,238,huaweicloud,Sermant,unknown,Java,2025-10-27T01:32:04Z,False,success
brunodev85/winlator,238,brunodev85,winlator,unknown,C,2025-09-26T20:20:22Z,False,success
linkwarden/linkwarden,238,linkwarden,linkwarden,unknown,TypeScript,2025-12-26T04:27:59Z,False,success
lovell/sharp,238,lovell,sharp,unknown,JavaScript,2025-12-23T18:19:56Z,False,success
LmeSzinc/AzurLaneAutoScript,238,LmeSzinc,AzurLaneAutoScript,unknown,Python,2025-12-20T13:50:28Z,False,success
lsd-rs/lsd,238,lsd-rs,lsd,unknown,Rust,2025-12-09T02:37:22Z,False,success
woelper/oculante,238,woelper,oculante,unknown,Rust,2025-12-01T05:36:45Z,False,success
tailwindlabs/heroicons,237,tailwindlabs,heroicons,unknown,JavaScript,2025-09-18T17:50:47Z,False,success
KevinWang676/Bark-Voice-Cloning,237,KevinWang676,Bark-Voice-Cloning,unknown,Jupyter Notebook,2025-12-19T05:57:33Z,False,success
DERE-ad2001/Frida-Labs,237,DERE-ad2001,Frida-Labs,unknown,,2024-07-26T17:55:03Z,False,success
chipsalliance/chisel,237,chipsalliance,chisel,unknown,Scala,2025-12-23T16:32:47Z,False,success
stefan-jansen/machine-learning-for-trading,237,stefan-jansen,machine-learning-for-trading,unknown,Jupyter Notebook,2024-08-18T21:54:07Z,False,success
AlexanderPro/SmartSystemMenu,237,AlexanderPro,SmartSystemMenu,unknown,C#,2025-10-04T09:24:54Z,False,success
lukeed/clsx,237,lukeed,clsx,unknown,JavaScript,2024-06-10T15:48:22Z,False,success
facert/awesome-spider,237,facert,awesome-spider,unknown,,,,not_found
Krypteria/AtlasLdr,237,Krypteria,AtlasLdr,unknown,C++,2024-10-08T08:46:36Z,False,success
windmill-labs/windmill,236,windmill-labs,windmill,unknown,HTML,2025-12-25T16:46:58Z,False,success
cberner/redb,236,cberner,redb,unknown,Rust,2025-10-28T00:01:21Z,False,success
Nutlope/aicommits,236,Nutlope,aicommits,unknown,TypeScript,2025-12-17T13:45:58Z,False,success
501351981/vue-office,236,501351981,vue-office,unknown,JavaScript,2025-10-09T04:05:34Z,False,success
chatwoot/chatwoot,236,chatwoot,chatwoot,unknown,Ruby,2025-12-23T16:48:18Z,False,success
DataTalksClub/machine-learning-zoomcamp,235,DataTalksClub,machine-learning-zoomcamp,unknown,Jupyter Notebook,2025-12-14T10:08:37Z,False,success
atuinsh/atuin,235,atuinsh,atuin,unknown,Rust,2025-12-22T22:22:06Z,False,success
Pierian-Data/Complete-Python-3-Bootcamp,235,Pierian-Data,Complete-Python-3-Bootcamp,unknown,Jupyter Notebook,2025-06-24T04:54:16Z,False,success
xinghaochen/TinySAM,235,xinghaochen,TinySAM,unknown,Python,2025-01-19T15:23:45Z,False,success
searxng/searxng,235,searxng,searxng,unknown,Python,2025-12-25T18:56:45Z,False,success
sharkdp/hyperfine,235,sharkdp,hyperfine,unknown,Rust,2025-12-01T03:02:27Z,False,success
IDEA-Research/GroundingDINO,235,IDEA-Research,GroundingDINO,unknown,Python,2024-08-12T08:52:02Z,False,success
BruceMacD/chatd,235,BruceMacD,chatd,unknown,JavaScript,2024-07-06T01:21:36Z,False,success
charmbracelet/vhs,234,charmbracelet,vhs,unknown,Go,2025-12-21T00:33:53Z,False,success
hagezi/dns-blocklists,234,hagezi,dns-blocklists,unknown,Text,2025-12-26T06:42:43Z,False,success
tusen-ai/naive-ui,234,tusen-ai,naive-ui,unknown,TypeScript,2025-12-24T14:29:44Z,False,success
mementum/backtrader,234,mementum,backtrader,unknown,Python,2024-08-19T17:47:36Z,False,success
docker-easyconnect/docker-easyconnect,234,docker-easyconnect,docker-easyconnect,unknown,Shell,2025-12-03T16:07:37Z,False,success
naptha/tesseract.js,234,naptha,tesseract.js,unknown,JavaScript,2025-12-15T03:38:16Z,False,success
SunzeY/AlphaCLIP,234,SunzeY,AlphaCLIP,unknown,Jupyter Notebook,2025-07-20T15:03:41Z,False,success
Visualize-ML/Book4_Power-of-Matrix,234,Visualize-ML,Book4_Power-of-Matrix,unknown,Jupyter Notebook,2025-12-10T18:52:02Z,False,success
Tongji-KGLLM/RAG-Survey,234,Tongji-KGLLM,RAG-Survey,unknown,,2024-05-08T05:55:17Z,False,success
TanStack/table,234,TanStack,table,unknown,TypeScript,2025-12-25T00:10:28Z,False,success
firecracker-microvm/firecracker,233,firecracker-microvm,firecracker,unknown,Rust,2025-12-22T16:05:49Z,False,success
baichuan-inc/Baichuan2,233,baichuan-inc,Baichuan2,unknown,Python,2024-11-08T08:31:29Z,False,success
docsifyjs/docsify,233,docsifyjs,docsify,unknown,JavaScript,2025-12-22T02:19:40Z,False,success
Ebazhanov/linkedin-skill-assessments-quizzes,233,Ebazhanov,linkedin-skill-assessments-quizzes,unknown,Python,2025-11-28T06:35:22Z,False,success
jhuckaby/Cronicle,233,jhuckaby,Cronicle,unknown,JavaScript,2025-12-19T03:45:32Z,False,success
firefly-iii/firefly-iii,233,firefly-iii,firefly-iii,unknown,PHP,2025-12-26T06:09:05Z,False,success
floating-ui/floating-ui,233,floating-ui,floating-ui,unknown,TypeScript,2025-12-14T21:00:30Z,False,success
Uahh/ToastFish,233,Uahh,ToastFish,unknown,C#,2023-07-26T23:24:22Z,False,success
xiaogang000/XG_NTAI,233,xiaogang000,XG_NTAI,unknown,,2025-06-27T05:47:22Z,False,success
apache/spark,233,apache,spark,unknown,Scala,2025-12-26T02:15:55Z,False,success
OWASP/CheatSheetSeries,233,OWASP,CheatSheetSeries,unknown,Python,2025-12-24T16:13:39Z,False,success
eric-mitchell/direct-preference-optimization,232,eric-mitchell,direct-preference-optimization,unknown,Python,2024-08-11T00:24:06Z,False,success
web-infra-dev/rspack,232,web-infra-dev,rspack,unknown,Rust,2025-12-26T06:39:30Z,False,success
QwenLM/Qwen-Audio,232,QwenLM,Qwen-Audio,unknown,Python,2024-07-05T09:17:49Z,False,success
skywind3000/ECDICT,232,skywind3000,ECDICT,unknown,Python,2025-03-28T01:02:57Z,False,success
BlinkDL/RWKV-LM,232,BlinkDL,RWKV-LM,unknown,Python,2025-12-19T11:55:16Z,False,success
Delgan/loguru,232,Delgan,loguru,unknown,Python,2025-12-20T11:25:07Z,False,success
geekan/HowToLiveLonger,232,geekan,HowToLiveLonger,unknown,,2025-05-19T14:10:41Z,False,success
Evil0ctal/Douyin_TikTok_Download_API,232,Evil0ctal,Douyin_TikTok_Download_API,unknown,Python,2025-10-12T15:30:32Z,False,success
linhx/tbmk,231,linhx,tbmk,unknown,Go,2025-05-10T15:32:06Z,False,success
zitadel/oidc,231,zitadel,oidc,unknown,Go,2025-12-16T06:36:40Z,False,success
melt-ui/melt-ui,231,melt-ui,melt-ui,unknown,TypeScript,2025-09-30T11:08:47Z,False,success
lima-vm/lima,231,lima-vm,lima,unknown,Go,2025-12-25T08:49:24Z,False,success
FreeTubeApp/FreeTube,231,FreeTubeApp,FreeTube,unknown,Vue,2025-12-24T23:11:23Z,False,success
antergone/palm-proxy,231,antergone,palm-proxy,unknown,TypeScript,2023-12-27T03:53:06Z,True,success
tandpfun/skill-icons,231,tandpfun,skill-icons,unknown,SVG,2024-08-20T00:32:39Z,False,success
greensock/GSAP,231,greensock,GSAP,unknown,JavaScript,2025-12-12T21:03:38Z,False,success
gpt-engineer-org/gptengineer.app,231,gpt-engineer-org,gptengineer.app,unknown,,2024-04-14T20:06:12Z,True,success
google/generative-ai-python,231,google,generative-ai-python,unknown,Python,2025-12-16T17:45:53Z,True,success
uazo/cromite,231,uazo,cromite,unknown,C++,2025-12-19T03:32:30Z,False,success
huggingface/autotrain-advanced,231,huggingface,autotrain-advanced,unknown,Python,2025-01-21T07:54:17Z,False,success
kysely-org/kysely,231,kysely-org,kysely,unknown,TypeScript,2025-12-21T23:11:18Z,False,success
testerSunshine/12306,231,testerSunshine,12306,unknown,Python,2023-04-02T03:19:43Z,True,success
predibase/lorax,231,predibase,lorax,unknown,Python,2025-05-21T17:40:25Z,False,success
ReVanced/revanced-patches,231,ReVanced,revanced-patches,unknown,Java,2025-12-26T00:12:14Z,False,success
ValveSoftware/Proton,231,ValveSoftware,Proton,unknown,C++,2025-12-23T21:13:15Z,False,success
hacktivist123/DevOps-Learning-Plan,231,hacktivist123,DevOps-Learning-Plan,unknown,,2025-12-14T13:40:42Z,False,success
mattwparas/steel,230,mattwparas,steel,unknown,Rust,2025-12-24T19:59:27Z,False,success
foss42/apidash,230,foss42,apidash,unknown,Dart,2025-12-20T20:16:06Z,False,success
loft-sh/devpod,230,loft-sh,devpod,unknown,Go,2025-11-14T06:33:38Z,False,success
cloudflare/cloudflared,230,cloudflare,cloudflared,unknown,Go,2025-11-21T13:42:56Z,False,success
BlackINT3/OpenArk,230,BlackINT3,OpenArk,unknown,,,,not_found
josStorer/RWKV-Runner,230,josStorer,RWKV-Runner,unknown,TypeScript,2025-12-10T09:14:52Z,False,success
sdbds/magic-animate-for-windows,230,sdbds,magic-animate-for-windows,unknown,Python,2024-01-13T19:47:59Z,False,success
vitalik/django-ninja,230,vitalik,django-ninja,unknown,Python,2025-12-09T15:06:52Z,False,success
servo/servo,230,servo,servo,unknown,Rust,2025-12-26T01:38:20Z,False,success
MuiseDestiny/zotero-gpt,230,MuiseDestiny,zotero-gpt,unknown,TypeScript,2025-12-05T02:39:02Z,False,success
ssloy/tinyrenderer,230,ssloy,tinyrenderer,unknown,C++,2025-11-21T10:03:54Z,False,success
crossplane/crossplane,230,crossplane,crossplane,unknown,Go,2025-12-16T08:17:15Z,False,success
PrefectHQ/marvin,229,PrefectHQ,marvin,unknown,Python,2025-12-22T04:33:46Z,False,success
Dr-TSNG/ZygiskNext,229,Dr-TSNG,ZygiskNext,unknown,,2025-12-13T08:35:12Z,False,success
baaivision/tokenize-anything,229,baaivision,tokenize-anything,unknown,Jupyter Notebook,2024-12-11T06:36:49Z,False,success
ffmpegwasm/ffmpeg.wasm,229,ffmpegwasm,ffmpeg.wasm,unknown,C,2025-12-12T09:22:37Z,False,success
deezertidal/shadowrocket-rules,229,deezertidal,shadowrocket-rules,unknown,JavaScript,2025-12-26T04:50:58Z,False,success
RayWangQvQ/BiliBiliToolPro,229,RayWangQvQ,BiliBiliToolPro,unknown,C#,2025-09-22T14:41:56Z,False,success
yairm210/Unciv,229,yairm210,Unciv,unknown,Kotlin,2025-12-24T20:16:26Z,False,success
LibreTranslate/LibreTranslate,229,LibreTranslate,LibreTranslate,unknown,Python,2025-12-23T23:00:32Z,False,success
timqian/chinese-independent-blogs,229,timqian,chinese-independent-blogs,unknown,Python,2025-12-23T03:56:46Z,False,success
QuestPDF/QuestPDF,229,QuestPDF,QuestPDF,unknown,C#,2025-12-25T22:18:30Z,False,success
neuml/txtai,229,neuml,txtai,unknown,Python,2025-12-24T15:12:16Z,False,success
Alex313031/thorium,229,Alex313031,thorium,unknown,C++,2025-12-03T02:50:03Z,False,success
SortableJS/Sortable,229,SortableJS,Sortable,unknown,JavaScript,2025-05-29T19:31:47Z,False,success
ixartz/Next-js-Boilerplate,229,ixartz,Next-js-Boilerplate,unknown,TypeScript,2025-12-12T13:06:47Z,False,success
videolan/vlc,229,videolan,vlc,unknown,C,2025-12-23T10:49:16Z,False,success
explosion/spaCy,229,explosion,spaCy,unknown,Python,2025-11-27T18:55:46Z,False,success
fail2ban/fail2ban,229,fail2ban,fail2ban,unknown,Python,2025-12-07T00:19:01Z,False,success
rails/rails,229,rails,rails,unknown,Ruby,2025-12-25T21:24:35Z,False,success
nalgeon/codapi-js,229,nalgeon,codapi-js,unknown,JavaScript,2025-12-13T07:37:22Z,False,success
gogs/gogs,228,gogs,gogs,unknown,Go,2025-12-20T10:29:33Z,False,success
sroecker/LLM_AppDev-HandsOn,228,sroecker,LLM_AppDev-HandsOn,unknown,Jupyter Notebook,2024-07-03T15:38:01Z,False,success
microsoft/inshellisense,228,microsoft,inshellisense,unknown,TypeScript,2025-11-18T00:50:10Z,False,success
advplyr/audiobookshelf,228,advplyr,audiobookshelf,unknown,JavaScript,2025-12-24T23:09:01Z,False,success
nvimtools/none-ls.nvim,228,nvimtools,none-ls.nvim,unknown,Lua,2025-12-05T00:23:14Z,False,success
nerdyrodent/AVeryComfyNerd,228,nerdyrodent,AVeryComfyNerd,unknown,,2025-04-05T15:21:48Z,False,success
youniaogu/MangaReader,228,youniaogu,MangaReader,unknown,TypeScript,2025-08-22T12:56:28Z,False,success
opendilab/LMDrive,228,opendilab,LMDrive,unknown,Jupyter Notebook,2025-04-14T07:29:10Z,False,success
tindy2013/subconverter,228,tindy2013,subconverter,unknown,C++,2025-11-07T16:23:51Z,False,success
tobymao/sqlglot,228,tobymao,sqlglot,unknown,Python,2025-12-25T13:25:10Z,False,success
hwdsl2/setup-ipsec-vpn,228,hwdsl2,setup-ipsec-vpn,unknown,Shell,2025-11-15T02:40:46Z,False,success
iBotPeaches/Apktool,227,iBotPeaches,Apktool,unknown,Java,2025-12-22T19:12:23Z,False,success
