repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
anoma/namada-trusted-setup-claimer,279,anoma,namada-trusted-setup-claimer,unknown,Rust,2023-12-07T19:11:18Z,False,success
netbirdio/netbird,279,netbirdio,netbird,unknown,Go,2025-12-26T00:39:05Z,False,success
candiddev/rot,279,candiddev,rot,unknown,,2025-11-28T02:41:38Z,False,success
MaaAssistantArknights/MaaAssistantArknights,278,MaaAssistantArknights,MaaAssistantArknights,unknown,C++,2025-12-25T23:01:43Z,False,success
Lightning-AI/pytorch-lightning,278,Lightning-AI,pytorch-lightning,unknown,Python,2025-12-22T12:41:15Z,False,success
dair-ai/ML-YouTube-Courses,278,dair-ai,ML-YouTube-Courses,unknown,,2024-01-22T15:52:28Z,False,success
Archmage83/tvapk,278,Archmage83,tvapk,unknown,Java,2025-12-19T07:04:41Z,False,success
veggiemonk/awesome-docker,278,veggiemonk,awesome-docker,unknown,,2025-12-22T18:02:09Z,False,success
basecamp/kamal,278,basecamp,kamal,unknown,Ruby,2025-12-16T08:48:48Z,False,success
XingangPan/DragGAN,278,XingangPan,DragGAN,unknown,Python,2024-05-18T17:51:40Z,False,success
vsouza/awesome-ios,278,vsouza,awesome-ios,unknown,Swift,2025-09-29T17:35:43Z,False,success
zauberzeug/nicegui,278,zauberzeug,nicegui,unknown,Python,2025-12-24T23:29:54Z,False,success
kenjihiranabe/The-Art-of-Linear-Algebra,277,kenjihiranabe,The-Art-of-Linear-Algebra,unknown,PostScript,2025-06-30T05:22:49Z,False,success
selfteaching/the-craft-of-selfteaching,277,selfteaching,the-craft-of-selfteaching,unknown,Jupyter Notebook,2024-07-22T18:46:44Z,False,success
go-gorm/gorm,277,go-gorm,gorm,unknown,Go,2025-11-22T03:14:36Z,False,success
ai-boost/Awesome-GPTs,277,ai-boost,Awesome-GPTs,unknown,,2024-11-03T00:50:20Z,False,success
WindowsAddict/IDM-Activation-Script,277,WindowsAddict,IDM-Activation-Script,unknown,,,,not_found
nothings/stb,277,nothings,stb,unknown,C,2025-10-25T22:38:56Z,False,success
justjavac/awesome-wechat-weapp,277,justjavac,awesome-wechat-weapp,unknown,,2025-11-19T06:06:13Z,False,success
scutan90/DeepLearning-500-questions,276,scutan90,DeepLearning-500-questions,unknown,JavaScript,2024-06-26T12:10:14Z,False,success
liwenxi/SWIFT-AI,276,liwenxi,SWIFT-AI,unknown,Jupyter Notebook,2024-12-10T12:24:32Z,False,success
NickeManarin/ScreenToGif,276,NickeManarin,ScreenToGif,unknown,C#,2025-10-05T20:23:09Z,False,success
Const-me/Whisper,276,Const-me,Whisper,unknown,C++,2024-08-03T02:35:39Z,False,success
OpenAPITools/openapi-generator,276,OpenAPITools,openapi-generator,unknown,Java,2025-12-23T05:25:05Z,False,success
cilium/cilium,276,cilium,cilium,unknown,Go,2025-12-25T19:18:58Z,False,success
karpathy/micrograd,276,karpathy,micrograd,unknown,Jupyter Notebook,2024-08-08T12:54:44Z,False,success
maxpert/marmot,276,maxpert,marmot,unknown,Go,2025-12-20T03:02:11Z,False,success
JuliaLang/julia,276,JuliaLang,julia,unknown,Julia,2025-12-26T00:06:44Z,False,success
charmbracelet/gum,275,charmbracelet,gum,unknown,Go,2025-12-08T10:04:23Z,False,success
catchorg/Catch2,275,catchorg,Catch2,unknown,C++,2025-12-23T15:15:56Z,False,success
gristlabs/grist-core,275,gristlabs,grist-core,unknown,TypeScript,2025-12-23T20:16:57Z,False,success
mitmproxy/mitmproxy,275,mitmproxy,mitmproxy,unknown,Python,2025-12-02T14:37:30Z,False,success
obsidianmd/obsidian-releases,275,obsidianmd,obsidian-releases,unknown,,2025-12-26T03:02:29Z,False,success
BeichenDream/FakeToa,275,BeichenDream,FakeToa,unknown,,,,not_found
typescript-cheatsheets/react,275,typescript-cheatsheets,react,unknown,JavaScript,2025-10-28T13:05:44Z,False,success
jeecgboot/jeecg-boot,275,jeecgboot,jeecg-boot,unknown,Java,2025-12-26T02:54:48Z,False,success
wechaty/wechaty,275,wechaty,wechaty,unknown,TypeScript,2025-12-21T19:49:52Z,False,success
JunkFood02/Seal,275,JunkFood02,Seal,unknown,Kotlin,2025-12-25T15:35:29Z,False,success
tamagui/tamagui,275,tamagui,tamagui,unknown,TypeScript,2025-12-24T17:54:00Z,False,success
vitest-dev/vitest,275,vitest-dev,vitest,unknown,TypeScript,2025-12-26T05:55:40Z,False,success
neondatabase/neon,275,neondatabase,neon,unknown,Rust,2025-10-03T22:07:58Z,False,success
moonlight-stream/moonlight-qt,274,moonlight-stream,moonlight-qt,unknown,C++,2025-12-23T17:38:55Z,False,success
Codium-ai/pr-agent,274,Codium-ai,pr-agent,unknown,Python,2025-12-17T19:23:02Z,False,success
cheshire-cat-ai/core,274,cheshire-cat-ai,core,unknown,Python,2025-12-21T23:06:52Z,False,success
zeromicro/go-zero,274,zeromicro,go-zero,unknown,Go,2025-12-25T16:21:45Z,False,success
rushter/MLAlgorithms,274,rushter,MLAlgorithms,unknown,Python,2025-06-15T21:18:17Z,False,success
onyx-lang/onyx,274,onyx-lang,onyx,unknown,C,2025-12-20T00:41:32Z,False,success
shadcn-ui/taxonomy,273,shadcn-ui,taxonomy,unknown,TypeScript,2024-08-14T20:42:51Z,False,success
XAMPPRocky/tokei,273,XAMPPRocky,tokei,unknown,Rust,2025-12-21T00:01:40Z,False,success
TryGhost/Ghost,273,TryGhost,Ghost,unknown,JavaScript,2025-12-20T23:36:15Z,False,success
devisasari/awesome-chatgpt-store,273,devisasari,awesome-chatgpt-store,unknown,,2024-10-15T20:21:45Z,False,success
iam-veeramalla/python-for-devops,273,iam-veeramalla,python-for-devops,unknown,Python,2024-08-19T20:58:06Z,False,success
launchbadge/sqlx,273,launchbadge,sqlx,unknown,Rust,2025-12-25T07:07:54Z,False,success
yzfly/awesome-chatgpt-zh,273,yzfly,awesome-chatgpt-zh,unknown,Python,2024-11-05T10:24:21Z,False,success
dunwu/linux-tutorial,273,dunwu,linux-tutorial,unknown,Shell,2025-08-27T12:19:17Z,False,success
Bogdanp/awesome-advent-of-code,273,Bogdanp,awesome-advent-of-code,unknown,Markdown,2025-12-26T05:10:14Z,False,success
google/googletest,273,google,googletest,unknown,C++,2025-12-16T05:12:40Z,False,success
microsoft/vcpkg,273,microsoft,vcpkg,unknown,CMake,2025-12-25T15:39:56Z,False,success
getsentry/sentry,272,getsentry,sentry,unknown,Python,2025-12-25T09:12:16Z,False,success
khangich/machine-learning-interview,272,khangich,machine-learning-interview,unknown,,2023-08-31T17:49:30Z,False,success
vercel/turbo,272,vercel,turbo,unknown,Rust,2025-12-26T05:52:06Z,False,success
qinguoyi/TinyWebServer,272,qinguoyi,TinyWebServer,unknown,C++,2024-07-05T13:35:04Z,False,success
stevearc/oil.nvim,272,stevearc,oil.nvim,unknown,Lua,2025-12-21T20:27:28Z,False,success
research-virus/stuxnet,272,research-virus,stuxnet,unknown,C,2022-08-27T16:29:30Z,False,success
Writesonic/GPTRouter,272,Writesonic,GPTRouter,unknown,TypeScript,2024-04-10T11:14:59Z,False,success
huginn/huginn,272,huginn,huginn,unknown,Ruby,2025-12-24T13:38:24Z,False,success
renovatebot/renovate,271,renovatebot,renovate,unknown,TypeScript,2025-12-26T02:45:11Z,False,success
curl/curl,271,curl,curl,unknown,C,2025-12-25T22:30:57Z,False,success
juspay/hyperswitch,271,juspay,hyperswitch,unknown,Rust,2025-12-26T06:08:47Z,False,success
LAION-AI/Open-Assistant,271,LAION-AI,Open-Assistant,unknown,Python,2024-08-17T01:55:35Z,False,success
taojy123/KeymouseGo,271,taojy123,KeymouseGo,unknown,Python,2025-10-11T08:18:50Z,False,success
pdone/FreeControl,271,pdone,FreeControl,unknown,C#,2024-11-26T09:53:19Z,False,success
illucc/Kontraption,271,illucc,Kontraption,unknown,Kotlin,2025-09-04T22:29:07Z,False,success
dotnet/aspnetcore,271,dotnet,aspnetcore,unknown,C#,2025-12-25T22:54:41Z,False,success
TheR1D/shell_gpt,271,TheR1D,shell_gpt,unknown,Python,2025-10-30T03:33:26Z,False,success
docker/compose,271,docker,compose,unknown,Go,2025-12-24T09:02:57Z,False,success
AtsushiSakai/PythonRobotics,271,AtsushiSakai,PythonRobotics,unknown,Python,2025-12-24T10:44:43Z,False,success
dragonflydb/dragonfly,271,dragonflydb,dragonfly,unknown,C++,2025-12-26T05:59:00Z,False,success
hiddify/Hiddify-Manager,270,hiddify,Hiddify-Manager,unknown,Python,2025-09-15T04:12:28Z,False,success
OpenGVLab/InternVL,270,OpenGVLab,InternVL,unknown,Python,2025-09-22T01:36:48Z,False,success
shenyunhang/APE,270,shenyunhang,APE,unknown,Python,2024-05-08T01:41:00Z,False,success
openssl/openssl,270,openssl,openssl,unknown,C,2025-12-24T23:38:13Z,False,success
huggingface/alignment-handbook,269,huggingface,alignment-handbook,unknown,Python,2025-09-08T14:35:57Z,False,success
iina/iina,269,iina,iina,unknown,Swift,2025-12-07T21:33:13Z,False,success
pulumi/pulumi,269,pulumi,pulumi,unknown,Go,2025-12-24T16:30:36Z,False,success
tlkh/asitop,269,tlkh,asitop,unknown,Python,2024-04-18T05:07:51Z,False,success
AMAI-GmbH/AI-Expert-Roadmap,269,AMAI-GmbH,AI-Expert-Roadmap,unknown,JavaScript,2025-09-12T14:59:30Z,False,success
chubin/cheat.sh,269,chubin,cheat.sh,unknown,Python,2025-12-23T18:48:24Z,False,success
pmndrs/react-three-fiber,269,pmndrs,react-three-fiber,unknown,TypeScript,2025-12-24T07:48:21Z,False,success
mml-book/mml-book.github.io,269,mml-book,mml-book.github.io,unknown,Jupyter Notebook,2025-03-13T09:05:35Z,False,success
veler/DevToys,269,veler,DevToys,unknown,C#,2025-10-26T11:30:40Z,False,success
Gourieff/sd-webui-reactor,269,Gourieff,sd-webui-reactor,unknown,,,,rate_limited
terobox/ChatGPT-API-Faucet,269,terobox,ChatGPT-API-Faucet,unknown,TypeScript,2025-04-16T02:47:49Z,False,success
sourcegraph/conc,268,sourcegraph,conc,unknown,Go,2024-04-26T15:28:57Z,False,success
MatthewCroughan/NixThePlanet,268,MatthewCroughan,NixThePlanet,unknown,Nix,2025-12-02T14:39:01Z,False,success
th-ch/youtube-music,268,th-ch,youtube-music,unknown,TypeScript,2025-12-24T01:00:31Z,False,success
artidoro/qlora,268,artidoro,qlora,unknown,Jupyter Notebook,2024-06-10T19:20:16Z,False,success
nolimits4web/swiper,268,nolimits4web,swiper,unknown,JavaScript,2025-11-03T14:03:18Z,False,success
pluja/awesome-privacy,268,pluja,awesome-privacy,unknown,,2025-11-05T17:29:19Z,False,success
wesbos/JavaScript30,268,wesbos,JavaScript30,unknown,HTML,2025-01-07T12:29:05Z,False,success
gto76/python-cheatsheet,267,gto76,python-cheatsheet,unknown,Python,2025-12-25T22:10:32Z,False,success
WilliamStar007/ClashX-V2Ray-TopFreeProxy,267,WilliamStar007,ClashX-V2Ray-TopFreeProxy,unknown,Python,2024-07-25T16:25:35Z,False,success
wasabeef/awesome-android-ui,267,wasabeef,awesome-android-ui,unknown,,2024-07-06T09:06:23Z,False,success
mlfoundations/open_clip,267,mlfoundations,open_clip,unknown,Python,2025-11-04T16:10:46Z,False,success
xkcoding/spring-boot-demo,267,xkcoding,spring-boot-demo,unknown,Java,2024-07-24T02:02:52Z,False,success
ujjwalkarn/Machine-Learning-Tutorials,267,ujjwalkarn,Machine-Learning-Tutorials,unknown,,2024-06-12T08:11:59Z,False,success
ankitects/anki,267,ankitects,anki,unknown,Rust,2025-12-20T17:27:13Z,False,success
Aircoookie/WLED,267,Aircoookie,WLED,unknown,C++,2025-12-23T18:50:23Z,False,success
Tencent/tquic,267,Tencent,tquic,unknown,Rust,2025-12-23T08:42:16Z,False,success
google-research/google-research,267,google-research,google-research,unknown,Jupyter Notebook,2025-12-23T19:03:56Z,False,success
grpc-ecosystem/grpc-gateway,266,grpc-ecosystem,grpc-gateway,unknown,Go,2025-12-24T10:20:31Z,False,success
MetaLowCodeTeam/MetaLowCode,266,MetaLowCodeTeam,MetaLowCode,unknown,Vue,2025-12-26T01:32:19Z,False,success
containrrr/watchtower,266,containrrr,watchtower,unknown,Go,2025-12-17T14:44:11Z,True,success
talebook/talebook,266,talebook,talebook,unknown,JavaScript,2025-12-22T09:35:59Z,False,success
learning-zone/website-templates,266,learning-zone,website-templates,unknown,JavaScript,2024-04-26T13:14:07Z,False,success
ZLMediaKit/ZLMediaKit,266,ZLMediaKit,ZLMediaKit,unknown,C++,2025-12-17T13:42:54Z,False,success
LostRuins/koboldcpp,266,LostRuins,koboldcpp,unknown,C++,2025-12-26T05:59:34Z,False,success
oceanbase/miniob,266,oceanbase,miniob,unknown,C++,2025-12-24T02:57:39Z,False,success
lucide-icons/lucide,265,lucide-icons,lucide,unknown,TypeScript,2025-12-22T17:18:43Z,False,success
windingwind/zotero-pdf-translate,265,windingwind,zotero-pdf-translate,unknown,TypeScript,2025-12-21T08:42:40Z,False,success
facebookresearch/fairseq,265,facebookresearch,fairseq,unknown,Python,2025-09-30T11:16:06Z,False,success
siglens/siglens,265,siglens,siglens,unknown,Go,2025-11-15T19:59:19Z,False,success
34736384/genshin-fps-unlock,264,34736384,genshin-fps-unlock,unknown,C,2025-12-16T06:23:29Z,False,success
Mikoto10032/DeepLearning,264,Mikoto10032,DeepLearning,unknown,Jupyter Notebook,2022-04-21T03:24:43Z,False,success
RootHide/Bootstrap,264,RootHide,Bootstrap,unknown,Objective-C,2025-12-11T19:52:01Z,False,success
gfx-rs/wgpu,264,gfx-rs,wgpu,unknown,Rust,2025-12-23T21:11:54Z,False,success
framer/motion,264,framer,motion,unknown,TypeScript,2025-12-12T00:51:59Z,False,success
WherebyAS/whereby,264,WherebyAS,whereby,unknown,,,,not_found
golang-migrate/migrate,264,golang-migrate,migrate,unknown,Go,2025-12-14T23:16:48Z,False,success
jart/emacs-copilot,264,jart,emacs-copilot,unknown,Emacs Lisp,2024-01-07T17:47:14Z,False,success
miekg/dns,263,miekg,dns,unknown,Go,2025-12-16T09:20:03Z,False,success
google/generative-ai-go,263,google,generative-ai-go,unknown,Go,2025-08-08T18:25:04Z,False,success
rust-lang/mdBook,263,rust-lang,mdBook,unknown,Rust,2025-12-15T17:45:16Z,False,success
dnSpy/dnSpy,263,dnSpy,dnSpy,unknown,C#,2020-12-20T23:55:15Z,True,success
fengdu78/Coursera-ML-AndrewNg-Notes,263,fengdu78,Coursera-ML-AndrewNg-Notes,unknown,HTML,2025-08-25T04:02:38Z,False,success
truera/trulens,263,truera,trulens,unknown,Python,2025-12-24T00:27:21Z,False,success
KieronQuinn/Smartspacer,263,KieronQuinn,Smartspacer,unknown,Kotlin,2025-11-29T03:12:51Z,False,success
jetpack-io/devbox,263,jetpack-io,devbox,unknown,Go,2025-12-25T09:16:03Z,False,success
MicrosoftDocs/azure-docs,263,MicrosoftDocs,azure-docs,unknown,Markdown,2025-12-25T23:09:20Z,False,success
sveltejs/kit,263,sveltejs,kit,unknown,JavaScript,2025-12-25T01:06:55Z,False,success
Hiram-Wong/ZyPlayer,263,Hiram-Wong,ZyPlayer,unknown,TypeScript,2025-09-03T23:47:02Z,False,success
go-chi/chi,262,go-chi,chi,unknown,Go,2025-10-09T19:21:01Z,False,success
google/leveldb,262,google,leveldb,unknown,C++,2025-01-30T17:33:01Z,False,success
kelseyhightower/nocode,262,kelseyhightower,nocode,unknown,Dockerfile,2024-08-07T03:19:12Z,False,success
AdminTest0/SharpWxDump,262,AdminTest0,SharpWxDump,unknown,C#,2024-04-25T07:03:17Z,False,success
lanceliao/china-holiday-calender,262,lanceliao,china-holiday-calender,unknown,,2025-11-04T16:00:22Z,False,success
wpzzz/blocked-sites-in-south-korea,262,wpzzz,blocked-sites-in-south-korea,unknown,Python,2024-06-29T16:40:03Z,False,success
gcla/termshark,262,gcla,termshark,unknown,Go,2024-04-30T06:15:11Z,False,success
deezer/spleeter,262,deezer,spleeter,unknown,Python,2025-04-02T16:22:20Z,False,success
apache/doris,262,apache,doris,unknown,Java,2025-12-26T06:25:35Z,False,success
mrzachnugent/rn-ui-inspired-by-shadcn,262,mrzachnugent,rn-ui-inspired-by-shadcn,unknown,TypeScript,2025-12-17T16:49:50Z,False,success
2dust/clashN,261,2dust,clashN,unknown,C#,2024-06-29T02:06:24Z,False,success
Docta-ai/docta,261,Docta-ai,docta,unknown,Python,2025-01-14T02:57:21Z,False,success
chromium/chromium,261,chromium,chromium,unknown,C++,2025-12-26T06:43:00Z,False,success
vvictoryuki/AnimateZero,261,vvictoryuki,AnimateZero,unknown,,2023-12-08T02:04:52Z,False,success
Dimillian/IceCubesApp,261,Dimillian,IceCubesApp,unknown,Swift,2025-12-25T15:03:47Z,False,success
FreeCAD/FreeCAD,261,FreeCAD,FreeCAD,unknown,C++,2025-12-25T20:50:29Z,False,success
midudev/porfolio.dev,261,midudev,porfolio.dev,unknown,Astro,2025-07-31T15:05:27Z,False,success
apachecn/ailearning,261,apachecn,ailearning,unknown,Python,2024-11-12T16:21:55Z,False,success
ossrs/srs,261,ossrs,srs,unknown,C++,2025-12-13T13:24:42Z,False,success
arktypeio/arktype,261,arktypeio,arktype,unknown,TypeScript,2025-12-23T19:24:27Z,False,success
coder/coder,260,coder,coder,unknown,Go,2025-12-26T00:08:28Z,False,success
CompVis/latent-diffusion,260,CompVis,latent-diffusion,unknown,Jupyter Notebook,2024-02-29T05:29:47Z,False,success
dypsilon/frontend-dev-bookmarks,260,dypsilon,frontend-dev-bookmarks,unknown,,2024-05-21T10:56:58Z,False,success
komodojp/tinyld,260,komodojp,tinyld,unknown,TypeScript,2023-05-17T14:22:21Z,False,success
dsdanielpark/Bard-API,260,dsdanielpark,Bard-API,unknown,Python,2024-04-24T10:38:31Z,True,success
QiuChenlyOpenSource/InjectLib,260,QiuChenlyOpenSource,InjectLib,unknown,,,,error_451
yangjianxin1/Firefly,260,yangjianxin1,Firefly,unknown,Python,2024-10-24T02:27:42Z,False,success
p0deje/Maccy,260,p0deje,Maccy,unknown,Swift,2025-12-19T20:08:30Z,False,success
ReChronoRain/HyperCeiler,259,ReChronoRain,HyperCeiler,unknown,Java,2025-12-12T22:07:38Z,False,success
showlab/Awesome-Video-Diffusion,259,showlab,Awesome-Video-Diffusion,unknown,,2025-12-15T08:35:08Z,False,success
dvlab-research/LLaMA-VID,259,dvlab-research,LLaMA-VID,unknown,Python,2024-07-29T10:27:42Z,False,success
Hypfer/Valetudo,259,Hypfer,Valetudo,unknown,JavaScript,2025-12-25T08:44:06Z,False,success
microsoft/onnxruntime,258,microsoft,onnxruntime,unknown,C++,2025-12-25T22:54:52Z,False,success
nz-m/SocialEcho,258,nz-m,SocialEcho,unknown,JavaScript,2024-06-13T11:51:58Z,False,success
oceanbase/oceanbase,258,oceanbase,oceanbase,unknown,C++,2025-12-26T01:01:04Z,False,success
deepseek-ai/DreamCraft3D,258,deepseek-ai,DreamCraft3D,unknown,Python,2025-04-22T11:09:39Z,False,success
mozilla/sccache,258,mozilla,sccache,unknown,Rust,2025-12-23T09:28:45Z,False,success
grafana/loki,258,grafana,loki,unknown,Go,2025-12-23T21:06:09Z,False,success
othneildrew/Best-README-Template,257,othneildrew,Best-README-Template,unknown,,2025-10-02T19:25:19Z,False,success
janishar/mit-deep-learning-book-pdf,257,janishar,mit-deep-learning-book-pdf,unknown,Java,2023-10-09T08:55:12Z,False,success
cxli233/FriendsDontLetFriends,257,cxli233,FriendsDontLetFriends,unknown,R,2025-09-03T15:32:50Z,False,success
joaovitoriasilva/endurain,257,joaovitoriasilva,endurain,unknown,Python,2025-12-23T12:10:01Z,False,success
Azure/GPT-RAG,257,Azure,GPT-RAG,unknown,Bicep,2025-12-23T18:35:03Z,False,success
iced-rs/iced,257,iced-rs,iced,unknown,Rust,2025-12-26T00:09:10Z,False,success
es3n1n/obfuscator,257,es3n1n,obfuscator,unknown,C++,2025-10-11T20:43:31Z,False,success
cbh123/narrator,256,cbh123,narrator,unknown,Python,2025-10-02T01:26:18Z,False,success
telegramdesktop/tdesktop,256,telegramdesktop,tdesktop,unknown,C++,2025-12-25T15:52:33Z,False,success
rapid7/metasploit-framework,256,rapid7,metasploit-framework,unknown,Ruby,2025-12-25T03:59:06Z,False,success
sxyazi/yazi,256,sxyazi,yazi,unknown,Rust,2025-12-24T08:32:44Z,False,success
numpy/numpy,256,numpy,numpy,unknown,Python,2025-12-25T15:01:03Z,False,success
Fadi002/de4py,256,Fadi002,de4py,unknown,Python,2025-09-30T18:26:59Z,False,success
google/mediapipe,256,google,mediapipe,unknown,C++,2025-12-20T00:43:17Z,False,success
element-plus/element-plus,255,element-plus,element-plus,unknown,TypeScript,2025-12-25T13:59:54Z,False,success
andersontr15/clean-code-javascript-es,255,andersontr15,clean-code-javascript-es,unknown,JavaScript,2024-08-17T21:54:27Z,False,success
alibaba/nacos,255,alibaba,nacos,unknown,Java,2025-12-25T02:15:02Z,False,success
ChatGPTNextWebTeam/ChatGPT-Next-Web,255,ChatGPTNextWebTeam,ChatGPT-Next-Web,unknown,TypeScript,2025-12-02T17:05:02Z,False,success
mouredev/retos-programacion-2023,255,mouredev,retos-programacion-2023,unknown,Python,2025-12-09T14:25:34Z,False,success
KtzeAbyss/Easy-Virtual-Display,254,KtzeAbyss,Easy-Virtual-Display,unknown,C++,2024-03-15T08:34:35Z,False,success
showlab/MotionDirector,254,showlab,MotionDirector,unknown,Python,2024-08-21T03:51:01Z,False,success
spf13/viper,254,spf13,viper,unknown,Go,2025-11-20T02:39:03Z,False,success
ublue-os/bazzite,254,ublue-os,bazzite,unknown,Shell,2025-12-25T15:19:24Z,False,success
3rd/tsdiagram,254,3rd,tsdiagram,unknown,TypeScript,2025-12-02T23:05:03Z,False,success
c0re100/qBittorrent-Enhanced-Edition,254,c0re100,qBittorrent-Enhanced-Edition,unknown,C++,2025-11-15T16:20:39Z,False,success
pengsida/learning_research,254,pengsida,learning_research,unknown,,2025-12-12T12:08:06Z,False,success
zetaloop/ExplorerPatcher,253,zetaloop,ExplorerPatcher,unknown,C,2024-05-05T21:35:56Z,True,success
remoteintech/remote-jobs,253,remoteintech,remote-jobs,unknown,JavaScript,2025-11-14T21:14:52Z,False,success
sigoden/aichat,253,sigoden,aichat,unknown,Rust,2025-12-01T02:17:36Z,False,success
huggingface/distil-whisper,253,huggingface,distil-whisper,unknown,Python,2025-01-08T10:09:47Z,False,success
FongMi/TV,253,FongMi,TV,unknown,Java,2025-12-22T07:28:25Z,False,success
geekxh/hello-algorithm,253,geekxh,hello-algorithm,unknown,Java,2023-06-13T04:13:17Z,False,success
scottbez1/smartknob,253,scottbez1,smartknob,unknown,C++,2024-02-19T10:08:59Z,False,success
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,252,ryanhanwu,How-To-Ask-Questions-The-Smart-Way,unknown,JavaScript,2025-01-01T19:14:38Z,False,success
The-Art-of-Hacking/h4cker,252,The-Art-of-Hacking,h4cker,unknown,Jupyter Notebook,2025-12-19T03:13:00Z,False,success
flipped-aurora/gin-vue-admin,252,flipped-aurora,gin-vue-admin,unknown,Go,2025-12-23T16:30:39Z,False,success
ExistentialAudio/BlackHole,252,ExistentialAudio,BlackHole,unknown,C,2025-12-19T07:50:39Z,False,success
mattermost/mattermost,252,mattermost,mattermost,unknown,TypeScript,2025-12-24T18:33:46Z,False,success
shadow1ng/fscan,252,shadow1ng,fscan,unknown,Go,2025-12-26T04:28:13Z,False,success
PaddlePaddle/PaddleSpeech,252,PaddlePaddle,PaddleSpeech,unknown,Python,2025-10-20T19:56:12Z,False,success
bvaughn/react-resizable-panels,252,bvaughn,react-resizable-panels,unknown,TypeScript,2025-12-22T14:29:57Z,False,success
dair-ai/ml-visuals,252,dair-ai,ml-visuals,unknown,,2023-02-13T22:23:17Z,False,success
d3/d3,252,d3,d3,unknown,Shell,2025-12-02T17:48:19Z,False,success
algorithm-visualizer/algorithm-visualizer,251,algorithm-visualizer,algorithm-visualizer,unknown,JavaScript,2024-06-09T06:54:22Z,False,success
liu673cn/box,251,liu673cn,box,unknown,JavaScript,2025-05-02T14:45:59Z,False,success
Kosinkadink/ComfyUI-AnimateDiff-Evolved,251,Kosinkadink,ComfyUI-AnimateDiff-Evolved,unknown,Python,2025-08-06T05:23:51Z,False,success
houbb/sensitive-word,251,houbb,sensitive-word,unknown,Java,2025-12-24T16:47:42Z,False,success
LokerL/tts-vue,251,LokerL,tts-vue,unknown,TypeScript,2025-12-06T02:52:44Z,False,success
StevenBlack/hosts,251,StevenBlack,hosts,unknown,Python,2025-12-25T16:47:21Z,False,success
LunarVim/LunarVim,251,LunarVim,LunarVim,unknown,Lua,2025-06-05T15:05:30Z,False,success
CaliCastle/cali.so,251,CaliCastle,cali.so,unknown,TypeScript,2024-07-31T12:15:20Z,False,success
tabler/tabler,250,tabler,tabler,unknown,HTML,2025-12-15T10:02:22Z,False,success
coollabsio/coolify,250,coollabsio,coolify,unknown,PHP,2025-12-25T18:18:35Z,False,success
ReactiveX/RxSwift,250,ReactiveX,RxSwift,unknown,Swift,2025-10-25T07:00:10Z,False,success
wanglin2/mind-map,250,wanglin2,mind-map,unknown,JavaScript,2025-12-07T01:43:26Z,False,success
dandavison/delta,250,dandavison,delta,unknown,Rust,2025-12-11T09:12:13Z,False,success
ccxt/ccxt,250,ccxt,ccxt,unknown,Python,2025-12-25T12:06:04Z,False,success
Alamofire/Alamofire,250,Alamofire,Alamofire,unknown,Swift,2025-12-20T07:34:46Z,False,success
fastai/fastbook,249,fastai,fastbook,unknown,Jupyter Notebook,2024-08-16T14:38:24Z,False,success
pixijs/pixijs,249,pixijs,pixijs,unknown,TypeScript,2025-12-19T13:26:43Z,False,success
pingcap/tidb,249,pingcap,tidb,unknown,Go,2025-12-26T04:31:53Z,False,success
airbytehq/airbyte,249,airbytehq,airbyte,unknown,Python,2025-12-25T21:37:42Z,False,success
vercel/ai,249,vercel,ai,unknown,TypeScript,2025-12-24T19:13:32Z,False,success
yewstack/yew,249,yewstack,yew,unknown,Rust,2025-12-26T03:08:50Z,False,success
radix-vue/shadcn-vue,249,radix-vue,shadcn-vue,unknown,TypeScript,2025-12-24T02:54:25Z,False,success
rmcelreath/stat_rethinking_2024,249,rmcelreath,stat_rethinking_2024,unknown,R,2024-03-08T10:06:51Z,False,success
LiteLoaderQQNT/LiteLoaderQQNT,248,LiteLoaderQQNT,LiteLoaderQQNT,unknown,JavaScript,2025-12-04T06:42:12Z,False,success
zhiyiYo/PyQt-Fluent-Widgets,248,zhiyiYo,PyQt-Fluent-Widgets,unknown,Python,2025-12-21T08:10:04Z,False,success
Vchitect/LaVie,248,Vchitect,LaVie,unknown,Python,2024-11-13T03:02:48Z,False,success
salvo-rs/salvo,248,salvo-rs,salvo,unknown,Rust,2025-12-25T23:48:03Z,False,success
JaeYeopHan/Interview_Question_for_Beginner,248,JaeYeopHan,Interview_Question_for_Beginner,unknown,,2024-08-09T07:53:33Z,False,success
thingsboard/tbmq,248,thingsboard,tbmq,unknown,Java,2025-12-23T17:39:53Z,False,success
turboderp/exllamav2,247,turboderp,exllamav2,unknown,Python,2025-12-09T20:14:26Z,False,success
python-telegram-bot/python-telegram-bot,247,python-telegram-bot,python-telegram-bot,unknown,Python,2025-12-21T05:06:50Z,False,success
jakevdp/PythonDataScienceHandbook,247,jakevdp,PythonDataScienceHandbook,unknown,Jupyter Notebook,2024-06-26T19:17:33Z,False,success
QwenLM/Qwen-VL,247,QwenLM,Qwen-VL,unknown,Python,2024-08-07T02:37:06Z,False,success
JasonGrass/rename,247,JasonGrass,rename,unknown,TypeScript,2024-09-22T03:42:50Z,False,success
csuhan/OneLLM,247,csuhan,OneLLM,unknown,Python,2024-10-22T03:51:20Z,False,success
biancangming/wtv,247,biancangming,wtv,unknown,,,,not_found
