repo_name,owner,repo,stars,language,pushed_at,archived,sustainability_status,api_status,code_review_score,has_code_of_conduct,has_contributing,has_issue_template,has_license,has_pull_request_template,has_readme,health_percentage,maintained_score,overall_score,median_issue_response_days,median_pr_review_days,total_commits,unique_contributors,forks_count,network_count,stars_count,status,watchers_count,bus_factor,contributor_diversity_gini,num_contributors
YahooArchive/anthelion,YahooArchive,anthelion,2843,Java,2015-12-17T07:21:20Z,True,non_sustainable,success,,False,False,False,True,False,True,37,,,0.3906597222222222,,,,664,664,2843,success,319,2.0,0.3333,3
Karumi/Dexter,Karumi,Dexter,5210,Java,2021-07-02T10:55:40Z,True,non_sustainable,success,3.0,False,True,True,True,True,True,62,0.0,3.3,13.425671296296295,,,,673,673,5210,success,133,6.0,0.725,30
florent37/ViewAnimator,florent37,ViewAnimator,2713,Java,2021-03-23T18:49:14Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,36.00410879629629,,,,425,425,2713,success,68,2.0,0.5566,6
crossoverJie/SSM,crossoverJie,SSM,3436,Java,2018-07-02T14:32:39Z,True,non_sustainable,success,,False,False,True,True,True,True,57,,,0.0089351851851851,,,,1323,1323,3436,success,267,1.0,0.7908,5
apache/servicecomb-pack,apache,servicecomb-pack,1916,Java,2024-10-03T18:46:26Z,True,non_sustainable,success,7.0,True,True,False,True,True,True,87,0.0,4.2,0.3332638888888889,2.0,5.0,4.0,430,430,1916,success,115,5.0,0.856,57
facebookarchive/device-year-class,facebookarchive,device-year-class,2584,Java,2020-02-28T22:16:43Z,True,non_sustainable,success,,False,True,False,True,False,True,50,,,77.40197916666666,,,,271,271,2584,success,148,5.0,0.5222,11
yhaolpz/FloatWindow,yhaolpz,FloatWindow,4197,Java,2021-10-13T09:50:11Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0,,,,655,655,4197,success,58,2.0,0.1667,2
ximsfei/Android-skin-support,ximsfei,Android-skin-support,6519,Java,2020-09-03T06:06:18Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,28.95833333333333,,,,1102,1102,6519,success,117,1.0,0.6579,3
yipianfengye/android-zxingLibrary,yipianfengye,android-zxingLibrary,5011,Java,2021-08-20T19:07:06Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,100.88688657407408,,,,1043,1043,5011,success,117,1.0,0.7091,5
andOTP/andOTP,andOTP,andOTP,3736,Java,2022-06-14T05:44:55Z,True,non_sustainable,success,1.0,False,False,False,True,False,True,50,0.0,3.0,5.967731481481482,,,,374,374,3736,success,91,3.0,0.8976,61
florent37/MaterialViewPager,florent37,MaterialViewPager,8106,Java,2018-10-12T01:11:20Z,True,non_sustainable,success,3.0,False,False,False,True,False,True,42,0.0,2.9,5.238460648148148,,,,1473,1473,8106,success,267,1.0,0.8843,17
aa112901/remusic,aa112901,remusic,6381,Java,2018-07-20T03:52:21Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,0.3003240740740741,,,,1923,1923,6381,success,220,1.0,0.4922,2
bin456789/Unblock163MusicClient-Xposed,bin456789,Unblock163MusicClient-Xposed,2530,Java,2022-06-30T01:13:33Z,True,non_sustainable,success,,False,False,False,False,False,True,28,,,0.4824074074074074,,,,255,255,2530,success,170,1.0,0.4841,2
android/views-widgets-samples,android,views-widgets-samples,5169,Java,2025-07-11T13:00:08Z,True,non_sustainable,success,7.0,False,True,False,True,False,True,50,0.0,3.2,0.1666666666666666,,,,2998,2998,5169,success,192,6.0,0.7075,20
hansonwang99/Spring-Boot-In-Action,hansonwang99,Spring-Boot-In-Action,4707,Java,2022-12-16T04:38:12Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,,,,,1488,1488,4707,success,137,1.0,0.4412,2
ChrisRM/material-theme-jetbrains,ChrisRM,material-theme-jetbrains,7782,Java,2022-01-26T21:43:17Z,False,non_sustainable,success,0.0,False,False,True,True,True,True,57,0.0,2.9,0.375,,,,446,446,7782,success,119,1.0,0.9553,42
airsonic/airsonic,airsonic,airsonic,2025,Java,2021-08-11T21:09:11Z,True,non_sustainable,success,4.0,False,True,True,True,True,True,62,0.0,1.9,0.1867708333333333,,,,241,241,2025,success,65,7.0,0.8513,72
android/animation-samples,android,animation-samples,2617,Java,2024-12-09T13:19:38Z,True,non_sustainable,success,10.0,False,True,False,True,False,True,50,0.0,3.4,149.8239236111111,0.0,12.0,3.0,913,913,2617,success,122,3.0,0.6725,10
ogaclejapan/SmartTabLayout,ogaclejapan,SmartTabLayout,7089,Java,2020-06-03T06:02:33Z,False,non_sustainable,success,2.0,False,True,False,True,False,True,57,0.0,3.2,70.1766550925926,,,,1332,1332,7090,success,188,1.0,0.7763,10
rubensousa/GravitySnapHelper,rubensousa,GravitySnapHelper,4998,Java,2022-01-24T11:27:08Z,False,non_sustainable,success,4.0,False,False,False,True,False,True,42,5.0,2.5,0.0833333333333333,,,,617,617,4998,success,93,1.0,0.6405,3
GCX-HCI/tray,GCX-HCI,tray,2283,Java,2021-03-16T13:37:45Z,True,non_sustainable,success,,False,False,True,True,True,True,50,,,0.394837962962963,,,,276,276,2283,success,94,2.0,0.7715,9
alibaba/Tangram-Android,alibaba,Tangram-Android,4105,Java,2021-07-14T04:43:37Z,True,non_sustainable,success,0.0,False,True,False,True,False,True,50,0.0,2.9,55.8703125,,,,525,525,4105,success,124,2.0,0.7705,8
linyiqun/DataMiningAlgorithm,linyiqun,DataMiningAlgorithm,3942,Java,2016-03-26T13:15:34Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,13.291666666666666,,,,1698,1698,3942,success,286,,,0
florent37/CameraFragment,florent37,CameraFragment,2292,Java,2020-08-06T14:11:49Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,2.2840625,,,,415,415,2292,success,73,2.0,0.7165,9
twitter-archive/distributedlog,twitter-archive,distributedlog,2214,Java,2020-02-25T19:15:10Z,True,non_sustainable,success,,False,False,False,True,False,True,37,,,,,,,284,284,2214,success,157,8.0,0.5324,17
apache/incubator-heron,apache,incubator-heron,3680,Java,2023-03-01T15:11:08Z,True,non_sustainable,success,9.0,True,True,False,True,False,True,87,0.0,5.2,0.0001851851851851,,,,588,588,3680,success,279,17.0,0.7948,112
google/agera,google,agera,7153,Java,2022-01-13T14:58:57Z,True,non_sustainable,success,3.0,True,True,False,True,False,True,75,0.0,4.5,0.6511342592592593,,,,632,632,7153,success,373,8.0,0.2429,10
facebookarchive/react-native-fbsdk,facebookarchive,react-native-fbsdk,2980,Java,2021-03-26T23:24:22Z,True,non_sustainable,success,,True,True,True,True,True,True,75,,,4.872673611111111,,,,894,894,2980,success,76,29.0,0.6477,83
liyifeng1994/ssm,liyifeng1994,ssm,5952,Java,2022-12-16T05:53:22Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0232638888888888,,,,2724,2724,5952,success,308,3.0,0.5208,6
dodola/HotFix,dodola,HotFix,1785,Java,2017-08-10T11:27:31Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,37.95104166666667,,,,441,441,1785,success,90,1.0,1.0,1
hongyangAndroid/FlowLayout,hongyangAndroid,FlowLayout,5588,Java,2019-10-13T14:59:04Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,,,,,1167,1167,5588,success,135,2.0,0.4583,4
Curzibn/Luban,Curzibn,Luban,13672,Java,2021-11-06T13:32:29Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.4,0.9583333333333331,,,,2250,2250,13672,success,362,7.0,0.2222,9
laobie/StatusBarUtil,laobie,StatusBarUtil,8785,Java,2022-06-24T09:55:37Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,1.25,,,,1718,1718,8785,success,179,4.0,0.3333,6
vran-dev/PrettyZoo,vran-dev,PrettyZoo,3243,Java,2024-01-09T14:17:44Z,True,non_sustainable,success,,False,False,False,True,False,True,57,,,6.5,,1.0,1.0,376,376,3243,success,23,1.0,0.6603,3
hongyangAndroid/okhttputils,hongyangAndroid,okhttputils,6861,Java,2022-10-12T06:21:59Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,,,,,2378,2378,6861,success,415,2.0,0.6014,6
facebook/screenshot-tests-for-android,facebook,screenshot-tests-for-android,1750,Java,2025-11-10T16:55:23Z,True,non_sustainable,success,10.0,True,True,False,True,False,True,75,0.0,5.4,133.83333333333334,,39.0,1.0,220,220,1750,success,64,10.0,0.7418,50
