repo_name,stars,owner,repo,sustainability_status
LiteLoaderQQNT/LiteLoaderQQNT,248,LiteLoaderQQNT,LiteLoaderQQNT,unknown
zhiyiYo/PyQt-Fluent-Widgets,248,zhiyiYo,PyQt-Fluent-Widgets,unknown
Vchitect/LaVie,248,Vchitect,LaVie,unknown
salvo-rs/salvo,248,salvo-rs,salvo,unknown
JaeYeopHan/Interview_Question_for_Beginner,248,JaeYeopHan,Interview_Question_for_Beginner,unknown
thingsboard/tbmq,248,thingsboard,tbmq,unknown
turboderp/exllamav2,247,turboderp,exllamav2,unknown
python-telegram-bot/python-telegram-bot,247,python-telegram-bot,python-telegram-bot,unknown
jakevdp/PythonDataScienceHandbook,247,jakevdp,PythonDataScienceHandbook,unknown
QwenLM/Qwen-VL,247,QwenLM,Qwen-VL,unknown
JasonGrass/rename,247,JasonGrass,rename,unknown
csuhan/OneLLM,247,csuhan,OneLLM,unknown
biancangming/wtv,247,biancangming,wtv,unknown
android/compose-samples,246,android,compose-samples,unknown
DefTruth/Awesome-LLM-Inference,246,DefTruth,Awesome-LLM-Inference,unknown
Cornell-RelaxML/quip-sharp,246,Cornell-RelaxML,quip-sharp,unknown
vuejs/vitepress,246,vuejs,vitepress,unknown
faif/python-patterns,246,faif,python-patterns,unknown
Chainlit/chainlit,246,Chainlit,chainlit,unknown
getumbrel/llama-gpt,246,getumbrel,llama-gpt,unknown
changkun/modern-cpp-tutorial,246,changkun,modern-cpp-tutorial,unknown
vercel/hyper,246,vercel,hyper,unknown
pyg-team/pytorch_geometric,246,pyg-team,pytorch_geometric,unknown
0voice/expert_readed_books,245,0voice,expert_readed_books,unknown
Dooy/chatgpt-web-midjourney-proxy,245,Dooy,chatgpt-web-midjourney-proxy,unknown
justcallmekoko/ESP32Marauder,245,justcallmekoko,ESP32Marauder,unknown
LGUG2Z/komorebi,245,LGUG2Z,komorebi,unknown
prettier/prettier,245,prettier,prettier,unknown
notepad-plus-plus/notepad-plus-plus,245,notepad-plus-plus,notepad-plus-plus,unknown
langchain4j/langchain4j,245,langchain4j,langchain4j,unknown
LSPosed/MagiskOnWSALocal,245,LSPosed,MagiskOnWSALocal,unknown
sundowndev/hacker-roadmap,245,sundowndev,hacker-roadmap,unknown
PanQiWei/AutoGPTQ,245,PanQiWei,AutoGPTQ,unknown
ArisGuimera/Android-Expert,245,ArisGuimera,Android-Expert,unknown
ungoogled-software/ungoogled-chromium,245,ungoogled-software,ungoogled-chromium,unknown
xifangczy/cat-catch,244,xifangczy,cat-catch,unknown
ml-tooling/best-of-ml-python,244,ml-tooling,best-of-ml-python,unknown
z1069614715/objectdetection_script,244,z1069614715,objectdetection_script,unknown
docker/genai-stack,244,docker,genai-stack,unknown
peterheinrich/InternetOverSpaghetti,244,peterheinrich,InternetOverSpaghetti,unknown
actix/actix-web,244,actix,actix-web,unknown
ZachGoldberg/Startup-CTO-Handbook,244,ZachGoldberg,Startup-CTO-Handbook,unknown
SamurAIGPT/Open-Custom-GPT,244,SamurAIGPT,Open-Custom-GPT,unknown
lvgl/lvgl,243,lvgl,lvgl,unknown
yokoffing/Betterfox,243,yokoffing,Betterfox,unknown
anyproto/anytype-ts,243,anyproto,anytype-ts,unknown
NixOS/nixpkgs,243,NixOS,nixpkgs,unknown
tarpetra/welcome-to-darknet,243,tarpetra,welcome-to-darknet,unknown
GopeedLab/gopeed,243,GopeedLab,gopeed,unknown
spicetify/spicetify-cli,242,spicetify,spicetify-cli,unknown
abhishekkrthakur/approachingalmost,242,abhishekkrthakur,approachingalmost,unknown
li-plus/chatglm.cpp,242,li-plus,chatglm.cpp,unknown
rocksdanister/lively,242,rocksdanister,lively,unknown
denisidoro/navi,242,denisidoro,navi,unknown
litestar-org/litestar,242,litestar-org,litestar,unknown
epwalsh/obsidian.nvim,242,epwalsh,obsidian.nvim,unknown
electric-sql/electric,242,electric-sql,electric,unknown
zhanymkanov/fastapi-best-practices,242,zhanymkanov,fastapi-best-practices,unknown
atlassian/react-beautiful-dnd,242,atlassian,react-beautiful-dnd,unknown
PrefectHQ/prefect,242,PrefectHQ,prefect,unknown
ppy/osu,242,ppy,osu,unknown
kkevsekk1/AutoX,241,kkevsekk1,AutoX,unknown
keepassxreboot/keepassxc,241,keepassxreboot,keepassxc,unknown
emilwallner/Screenshot-to-code,241,emilwallner,Screenshot-to-code,unknown
ArchiveBox/ArchiveBox,241,ArchiveBox,ArchiveBox,unknown
FlareSolverr/FlareSolverr,241,FlareSolverr,FlareSolverr,unknown
vera-1305/iptv,241,vera-1305,iptv,unknown
yanue/V2rayU,241,yanue,V2rayU,unknown
chatpire/chatgpt-web-share,241,chatpire,chatgpt-web-share,unknown
brave/brave-browser,241,brave,brave-browser,unknown
msgbyte/tianji,241,msgbyte,tianji,unknown
nadermx/backgroundremover,241,nadermx,backgroundremover,unknown
WongKinYiu/yolov7,241,WongKinYiu,yolov7,unknown
dylanaraps/pure-bash-bible,241,dylanaraps,pure-bash-bible,unknown
BookStackApp/BookStack,240,BookStackApp,BookStack,unknown
anderspitman/awesome-tunneling,240,anderspitman,awesome-tunneling,unknown
dromara/hutool,240,dromara,hutool,unknown
animate-css/animate.css,240,animate-css,animate.css,unknown
GT-RIPL/Awesome-LLM-Robotics,240,GT-RIPL,Awesome-LLM-Robotics,unknown
assimon/dujiaoka,240,assimon,dujiaoka,unknown
gyoogle/tech-interview-for-developer,240,gyoogle,tech-interview-for-developer,unknown
x64dbg/x64dbg,240,x64dbg,x64dbg,unknown
arc53/DocsGPT,240,arc53,DocsGPT,unknown
restic/restic,240,restic,restic,unknown
halpz/re3,240,halpz,re3,unknown
junegunn/vim-plug,240,junegunn,vim-plug,unknown
iamkun/dayjs,240,iamkun,dayjs,unknown
soimort/you-get,240,soimort,you-get,unknown
psf/black,240,psf,black,unknown
easybangumiorg/EasyBangumi,240,easybangumiorg,EasyBangumi,unknown
facebook/lexical,240,facebook,lexical,unknown
hakimel/reveal.js,239,hakimel,reveal.js,unknown
yjs/yjs,239,yjs,yjs,unknown
redleafnew/Chinese-STD-GB-T-7714-related-csl,239,redleafnew,Chinese-STD-GB-T-7714-related-csl,unknown
Schniz/fnm,239,Schniz,fnm,unknown
weaviate/Verba,239,weaviate,Verba,unknown
spipm/Depix,239,spipm,Depix,unknown
quasar/Quasar,239,quasar,Quasar,unknown
nalgeon/codapi,239,nalgeon,codapi,unknown
ModelTC/lightllm,239,ModelTC,lightllm,unknown
MiCode/Xiaomi_Kernel_OpenSource,239,MiCode,Xiaomi_Kernel_OpenSource,unknown
intitni/CopilotForXcode,239,intitni,CopilotForXcode,unknown
rust-lang-ua/rustcamp,238,rust-lang-ua,rustcamp,unknown
id-Software/DOOM,238,id-Software,DOOM,unknown
huaweicloud/Sermant,238,huaweicloud,Sermant,unknown
brunodev85/winlator,238,brunodev85,winlator,unknown
linkwarden/linkwarden,238,linkwarden,linkwarden,unknown
lovell/sharp,238,lovell,sharp,unknown
LmeSzinc/AzurLaneAutoScript,238,LmeSzinc,AzurLaneAutoScript,unknown
lsd-rs/lsd,238,lsd-rs,lsd,unknown
woelper/oculante,238,woelper,oculante,unknown
tailwindlabs/heroicons,237,tailwindlabs,heroicons,unknown
KevinWang676/Bark-Voice-Cloning,237,KevinWang676,Bark-Voice-Cloning,unknown
DERE-ad2001/Frida-Labs,237,DERE-ad2001,Frida-Labs,unknown
chipsalliance/chisel,237,chipsalliance,chisel,unknown
stefan-jansen/machine-learning-for-trading,237,stefan-jansen,machine-learning-for-trading,unknown
AlexanderPro/SmartSystemMenu,237,AlexanderPro,SmartSystemMenu,unknown
lukeed/clsx,237,lukeed,clsx,unknown
facert/awesome-spider,237,facert,awesome-spider,unknown
Krypteria/AtlasLdr,237,Krypteria,AtlasLdr,unknown
windmill-labs/windmill,236,windmill-labs,windmill,unknown
cberner/redb,236,cberner,redb,unknown
Nutlope/aicommits,236,Nutlope,aicommits,unknown
501351981/vue-office,236,501351981,vue-office,unknown
chatwoot/chatwoot,236,chatwoot,chatwoot,unknown
DataTalksClub/machine-learning-zoomcamp,235,DataTalksClub,machine-learning-zoomcamp,unknown
atuinsh/atuin,235,atuinsh,atuin,unknown
Pierian-Data/Complete-Python-3-Bootcamp,235,Pierian-Data,Complete-Python-3-Bootcamp,unknown
xinghaochen/TinySAM,235,xinghaochen,TinySAM,unknown
searxng/searxng,235,searxng,searxng,unknown
sharkdp/hyperfine,235,sharkdp,hyperfine,unknown
IDEA-Research/GroundingDINO,235,IDEA-Research,GroundingDINO,unknown
BruceMacD/chatd,235,BruceMacD,chatd,unknown
charmbracelet/vhs,234,charmbracelet,vhs,unknown
hagezi/dns-blocklists,234,hagezi,dns-blocklists,unknown
tusen-ai/naive-ui,234,tusen-ai,naive-ui,unknown
mementum/backtrader,234,mementum,backtrader,unknown
docker-easyconnect/docker-easyconnect,234,docker-easyconnect,docker-easyconnect,unknown
naptha/tesseract.js,234,naptha,tesseract.js,unknown
SunzeY/AlphaCLIP,234,SunzeY,AlphaCLIP,unknown
Visualize-ML/Book4_Power-of-Matrix,234,Visualize-ML,Book4_Power-of-Matrix,unknown
Tongji-KGLLM/RAG-Survey,234,Tongji-KGLLM,RAG-Survey,unknown
TanStack/table,234,TanStack,table,unknown
firecracker-microvm/firecracker,233,firecracker-microvm,firecracker,unknown
baichuan-inc/Baichuan2,233,baichuan-inc,Baichuan2,unknown
docsifyjs/docsify,233,docsifyjs,docsify,unknown
Ebazhanov/linkedin-skill-assessments-quizzes,233,Ebazhanov,linkedin-skill-assessments-quizzes,unknown
jhuckaby/Cronicle,233,jhuckaby,Cronicle,unknown
firefly-iii/firefly-iii,233,firefly-iii,firefly-iii,unknown
floating-ui/floating-ui,233,floating-ui,floating-ui,unknown
Uahh/ToastFish,233,Uahh,ToastFish,unknown
xiaogang000/XG_NTAI,233,xiaogang000,XG_NTAI,unknown
apache/spark,233,apache,spark,unknown
OWASP/CheatSheetSeries,233,OWASP,CheatSheetSeries,unknown
eric-mitchell/direct-preference-optimization,232,eric-mitchell,direct-preference-optimization,unknown
web-infra-dev/rspack,232,web-infra-dev,rspack,unknown
QwenLM/Qwen-Audio,232,QwenLM,Qwen-Audio,unknown
skywind3000/ECDICT,232,skywind3000,ECDICT,unknown
BlinkDL/RWKV-LM,232,BlinkDL,RWKV-LM,unknown
Delgan/loguru,232,Delgan,loguru,unknown
geekan/HowToLiveLonger,232,geekan,HowToLiveLonger,unknown
Evil0ctal/Douyin_TikTok_Download_API,232,Evil0ctal,Douyin_TikTok_Download_API,unknown
linhx/tbmk,231,linhx,tbmk,unknown
zitadel/oidc,231,zitadel,oidc,unknown
melt-ui/melt-ui,231,melt-ui,melt-ui,unknown
lima-vm/lima,231,lima-vm,lima,unknown
FreeTubeApp/FreeTube,231,FreeTubeApp,FreeTube,unknown
antergone/palm-proxy,231,antergone,palm-proxy,unknown
tandpfun/skill-icons,231,tandpfun,skill-icons,unknown
greensock/GSAP,231,greensock,GSAP,unknown
gpt-engineer-org/gptengineer.app,231,gpt-engineer-org,gptengineer.app,unknown
google/generative-ai-python,231,google,generative-ai-python,unknown
uazo/cromite,231,uazo,cromite,unknown
huggingface/autotrain-advanced,231,huggingface,autotrain-advanced,unknown
kysely-org/kysely,231,kysely-org,kysely,unknown
testerSunshine/12306,231,testerSunshine,12306,unknown
predibase/lorax,231,predibase,lorax,unknown
ReVanced/revanced-patches,231,ReVanced,revanced-patches,unknown
ValveSoftware/Proton,231,ValveSoftware,Proton,unknown
hacktivist123/DevOps-Learning-Plan,231,hacktivist123,DevOps-Learning-Plan,unknown
mattwparas/steel,230,mattwparas,steel,unknown
foss42/apidash,230,foss42,apidash,unknown
loft-sh/devpod,230,loft-sh,devpod,unknown
cloudflare/cloudflared,230,cloudflare,cloudflared,unknown
BlackINT3/OpenArk,230,BlackINT3,OpenArk,unknown
josStorer/RWKV-Runner,230,josStorer,RWKV-Runner,unknown
sdbds/magic-animate-for-windows,230,sdbds,magic-animate-for-windows,unknown
vitalik/django-ninja,230,vitalik,django-ninja,unknown
servo/servo,230,servo,servo,unknown
MuiseDestiny/zotero-gpt,230,MuiseDestiny,zotero-gpt,unknown
ssloy/tinyrenderer,230,ssloy,tinyrenderer,unknown
crossplane/crossplane,230,crossplane,crossplane,unknown
PrefectHQ/marvin,229,PrefectHQ,marvin,unknown
Dr-TSNG/ZygiskNext,229,Dr-TSNG,ZygiskNext,unknown
baaivision/tokenize-anything,229,baaivision,tokenize-anything,unknown
ffmpegwasm/ffmpeg.wasm,229,ffmpegwasm,ffmpeg.wasm,unknown
deezertidal/shadowrocket-rules,229,deezertidal,shadowrocket-rules,unknown
RayWangQvQ/BiliBiliToolPro,229,RayWangQvQ,BiliBiliToolPro,unknown
yairm210/Unciv,229,yairm210,Unciv,unknown
LibreTranslate/LibreTranslate,229,LibreTranslate,LibreTranslate,unknown
timqian/chinese-independent-blogs,229,timqian,chinese-independent-blogs,unknown
QuestPDF/QuestPDF,229,QuestPDF,QuestPDF,unknown
neuml/txtai,229,neuml,txtai,unknown
Alex313031/thorium,229,Alex313031,thorium,unknown
SortableJS/Sortable,229,SortableJS,Sortable,unknown
ixartz/Next-js-Boilerplate,229,ixartz,Next-js-Boilerplate,unknown
videolan/vlc,229,videolan,vlc,unknown
explosion/spaCy,229,explosion,spaCy,unknown
fail2ban/fail2ban,229,fail2ban,fail2ban,unknown
rails/rails,229,rails,rails,unknown
nalgeon/codapi-js,229,nalgeon,codapi-js,unknown
gogs/gogs,228,gogs,gogs,unknown
sroecker/LLM_AppDev-HandsOn,228,sroecker,LLM_AppDev-HandsOn,unknown
microsoft/inshellisense,228,microsoft,inshellisense,unknown
advplyr/audiobookshelf,228,advplyr,audiobookshelf,unknown
nvimtools/none-ls.nvim,228,nvimtools,none-ls.nvim,unknown
nerdyrodent/AVeryComfyNerd,228,nerdyrodent,AVeryComfyNerd,unknown
youniaogu/MangaReader,228,youniaogu,MangaReader,unknown
opendilab/LMDrive,228,opendilab,LMDrive,unknown
tindy2013/subconverter,228,tindy2013,subconverter,unknown
tobymao/sqlglot,228,tobymao,sqlglot,unknown
hwdsl2/setup-ipsec-vpn,228,hwdsl2,setup-ipsec-vpn,unknown
iBotPeaches/Apktool,227,iBotPeaches,Apktool,unknown
Kong/kong,227,Kong,kong,unknown
SerenityOS/serenity,227,SerenityOS,serenity,unknown
gorilla/websocket,227,gorilla,websocket,unknown
apple/ml-sigma-reparam,227,apple,ml-sigma-reparam,unknown
VictoriaMetrics/VictoriaMetrics,227,VictoriaMetrics,VictoriaMetrics,unknown
smartcontractkit/full-blockchain-solidity-course-js,227,smartcontractkit,full-blockchain-solidity-course-js,unknown
DulLabs/bhai-lang,227,DulLabs,bhai-lang,unknown
BepInEx/BepInEx,227,BepInEx,BepInEx,unknown
aizik721/AimBot,227,aizik721,AimBot,unknown
weaviate/weaviate,227,weaviate,weaviate,unknown
guinmoon/LLMFarm,227,guinmoon,LLMFarm,unknown
iam-veeramalla/aws-devops-zero-to-hero,227,iam-veeramalla,aws-devops-zero-to-hero,unknown
xyynafc/FaceStudio,226,xyynafc,FaceStudio,unknown
lobehub/lobe-ui,226,lobehub,lobe-ui,unknown
itwanger/toBeBetterJavaer,226,itwanger,toBeBetterJavaer,unknown
harness/gitness,226,harness,gitness,unknown
influxdata/influxdb,226,influxdata,influxdb,unknown
encode/django-rest-framework,226,encode,django-rest-framework,unknown
microsoft/winget-cli,226,microsoft,winget-cli,unknown
cambecc/earth,226,cambecc,earth,unknown
sqlc-dev/sqlc,226,sqlc-dev,sqlc,unknown
floodsung/Deep-Learning-Papers-Reading-Roadmap,226,floodsung,Deep-Learning-Papers-Reading-Roadmap,unknown
TanStack/router,226,TanStack,router,unknown
S-LoRA/S-LoRA,226,S-LoRA,S-LoRA,unknown
replicate/cog,226,replicate,cog,unknown
hashcat/hashcat,226,hashcat,hashcat,unknown
slackhq/nebula,225,slackhq,nebula,unknown
EmbraceAGI/LangGPT,225,EmbraceAGI,LangGPT,unknown
